Bait	Prey	Abundance	FCA	log(FCA)	BioGRID	BioGRID2	intAct	intAct2	SP
MTHFR	Q9Y2T2	1.0	1.08617451201	1.06	0	0	0	0	0.6
MTHFR_38to656	Q9Y2T2	0.7	1.03829621708	1.03	0	0	0	0	0.0
MTHFR_T34A	Q9Y2T2	0.7	1.05385568841	1.04	0	0	0	0	0.0
MTHFR	P09496	2.3	1.17709000848	1.12	0	0	0	0	0.97
MTHFR_38to656	P09496	2.3	1.17691395245	1.12	0	0	0	0	0.94
MTHFR_T34A	P09496	3.3	1.28848138069	1.19	0	0	0	0	0.95
MTHFR	Q9P0L0	1.7	1.11996848045	1.08	0	0	0	0	0.93
MTHFR_38to656	Q9P0L0	1.3	1.09337570579	1.07	0	0	0	0	0.94
MTHFR_T34A	Q9P0L0	1.3	1.11731284614	1.08	0	0	0	0	0.9
MTHFR_38to656	P31483	0.7	1.02090026971	1.01	0	0	0	0	0.25
MTHFR	Q12996	1.3	1.06758793688	1.05	0	0	0	0	0.28
MTHFR_38to656	Q12996	1.7	1.05225067428	1.04	0	0	0	0	0.29
MTHFR	Q9Y617	0.3	1.02905298399	1.02	0	0	0	0	0.0
MTHFR_38to656	Q9Y617	1.0	1.03135040457	1.02	0	0	0	0	0.3
MTHFR_T34A	Q9Y617	1.7	1.13426566789	1.09	0	0	0	0	0.6
MTHFR	Q08752	2.3	1.16493400871	1.11	0	0	0	0	0.96
MTHFR_38to656	Q08752	2.7	1.20353468321	1.14	0	0	0	0	0.96
MTHFR_T34A	Q08752	2.7	1.24497426787	1.17	0	0	0	0	0.96
MTHFR	P35251	0.7	1.03379396844	1.02	0	0	0	0	0.18
MTHFR_38to656	P35251	1.0	1.03135040457	1.02	0	0	0	0	0.2
MTHFR	P35250	2.7	1.20515855252	1.14	0	0	0	0	0.97
MTHFR_38to656	P35250	2.7	1.11839297358	1.08	0	0	0	0	0.65
MTHFR_T34A	P35250	1.0	1.10110713065	1.07	0	0	0	0	0.59
MTHFR	Q08170	0.7	1.03379396844	1.02	0	0	0	0	0.25
MTHFR_38to656	Q08170	0.7	1.02090026971	1.01	0	0	0	0	0.25
MTHFR	P16989	1.0	1.07401851225	1.05	0	0	0	0	0.0
MTHFR_38to656	P16989	1.7	1.06964662165	1.05	0	0	0	0	0.63
MTHFR_T34A	P16989	1.0	1.08040997948	1.06	0	0	0	0	0.54
MTHFR	O00505	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	O00505	0.7	1.02090026971	1.01	0	0	0	0	0.24
MTHFR	Q9UKM9	2.3	1.11827888954	1.08	0	0	0	0	0.32
MTHFR_38to656	Q9UKM9	3.3	1.13868056756	1.1	0	0	0	0	0.64
MTHFR_T34A	Q9UKM9	0.3	1.03690286666	1.03	0	0	0	0	0.0
MTHFR	Q9Y4P3	1.7	1.13114004027	1.09	0	0	0	0	0.93
MTHFR_38to656	Q9Y4P3	1.3	1.09337570579	1.07	0	0	0	0	0.93
MTHFR_T34A	Q9Y4P3	1.3	1.1180599524	1.08	0	0	0	0	0.89
MTHFR	Q9BXP5	2.0	1.10138190532	1.07	0	0	0	0	0.29
MTHFR_38to656	Q9BXP5	2.3	1.07315094399	1.05	0	0	0	0	0.28
MTHFR_T34A	Q9BXP5	0.3	1.02655429107	1.02	0	0	0	0	0.0
MTHFR	P08708	2.7	1.1939869927	1.13	0	0	0	0	0.94
MTHFR_38to656	P08708	2.3	1.10794283873	1.08	0	0	0	0	0.63
MTHFR_T34A	P08708	3.3	1.29808285002	1.2	0	0	0	0	0.96
MTHFR	P29692	4.0	1.29607404898	1.2	0	0	0	0	0.97
MTHFR_38to656	P29692	3.7	1.30385620151	1.2	0	0	0	0	0.96
MTHFR_T34A	P29692	4.0	1.36303422027	1.24	0	0	0	0	0.94
MTHFR	P05388	7.7	1.56309511397	1.36	0	0	0	0	0.98
MTHFR_38to656	P05388	10.7	1.73083505041	1.45	0	0	0	0	0.99
MTHFR_T34A	P05388	9.3	1.84338128669	1.51	0	0	0	0	0.99
MTHFR	O75396	3.7	1.29034862458	1.2	0	0	0	0	0.95
MTHFR_38to656	O75396	3.7	1.33864809624	1.23	0	0	0	0	0.97
MTHFR_T34A	O75396	5.3	1.4603970215	1.3	0	0	0	0	0.98
MTHFR	P0DI83	0.7	1.05712152802	1.04	0	0	0	0	0.0
MTHFR_38to656	P0DI83	0.7	1.03829621708	1.03	0	0	0	0	0.0
MTHFR_T34A	P0DI83	1.0	1.08115708574	1.06	0	0	0	0	0.57
MTHFR_38to656	Q9BZJ0	1.0	1.03135040457	1.02	0	0	0	0	0.22
MTHFR	Q9BSJ8	5.3	1.39914554522	1.26	0	0	0	0	0.99
MTHFR_38to656	Q9BSJ8	2.7	1.25572252531	1.17	0	0	0	0	0.79
MTHFR_T34A	Q9BSJ8	4.0	1.34308417536	1.23	0	0	0	0	0.97
MTHFR	Q99986	1.0	1.05069095266	1.04	0	0	0	0	0.3
MTHFR_38to656	Q99986	1.0	1.03135040457	1.02	0	0	0	0	0.29
MTHFR	P35659	2.3	1.14160644913	1.1	0	0	0	0	0.93
MTHFR_38to656	P35659	2.0	1.06270080914	1.04	0	0	0	0	0.32
MTHFR_T34A	P35659	0.3	1.03690286666	1.03	0	0	0	0	0.0
MTHFR	P35658	1.3	1.06758793688	1.05	0	0	0	0	0.17
MTHFR_38to656	P35658	4.0	1.12540161828	1.09	0	0	0	0	0.28
MTHFR	P62701	16.0	1.11614049021	1.08	0	0	0	0	0.34
MTHFR_38to656	P62701	17.7	1.21556836939	1.15	0	0	0	0	0.48
MTHFR_T34A	P62701	15.7	1.22366929166	1.15	0	0	0	0	0.43
MTHFR	P27694	4.7	1.28419733821	1.19	0	0	0	0	0.94
MTHFR_38to656	P27694	6.3	1.2855322991	1.19	0	0	0	0	0.65
MTHFR_T34A	P27694	2.3	1.19846993188	1.14	0	0	0	0	0.93
MTHFR_38to656	P27695	1.7	1.05225067428	1.04	0	0	0	0	0.32
MTHFR_T34A	P27695	0.3	1.02655429107	1.02	0	0	0	0	0.0
MTHFR	O75955	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	O75955	2.0	1.06270080914	1.04	0	0	0	0	0.31
MTHFR	P17858	0.3	1.02806854404	1.02	0	0	0	0	0.0
MTHFR_38to656	P17858	0.3	1.01045013486	1.01	0	0	0	0	0.0
MTHFR_T34A	P17858	0.3	1.02730139733	1.02	0	0	0	0	0.0
MTHFR	Q9BTC8	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	Q9BTC8	0.7	1.02090026971	1.01	0	0	0	0	0.23
MTHFR_38to656	Q9BTC0	1.7	1.05225067428	1.04	0	0	0	0	0.19
MTHFR	Q9BSD7	1.0	1.06186251248	1.04	0	0	0	0	0.6
MTHFR_38to656	Q9BSD7	2.0	1.1484551945	1.1	0	0	0	0	0.94
MTHFR_T34A	Q9BSD7	0.3	1.02730139733	1.02	0	0	0	0	0.0
MTHFR	O94979	1.0	1.08617451201	1.06	0	0	0	0	0.44
MTHFR_38to656	O94979	0.3	1.01045013486	1.01	0	0	0	0	0.0
MTHFR_T34A	O94979	1.0	1.08115708574	1.06	0	0	0	0	0.4
MTHFR	O75083	2.7	1.20712743242	1.14	0	0	0	0	0.94
MTHFR_38to656	O75083	2.7	1.16935546421	1.12	0	0	0	0	0.96
MTHFR_T34A	O75083	2.0	1.17042142829	1.12	0	0	0	0	0.88
MTHFR	O43251	0.7	1.03379396844	1.02	0	0	0	0	0.27
MTHFR_38to656	O43251	1.0	1.03135040457	1.02	0	0	0	0	0.29
MTHFR	P42771	2.3	1.18826156829	1.13	0	0	0	0	0.91
MTHFR_38to656	P42771	1.7	1.10443851638	1.07	0	0	0	0	0.63
MTHFR_T34A	P42771	2.0	1.16156706522	1.11	0	0	0	0	0.62
MTHFR	Q09028	0.7	1.03379396844	1.02	0	0	0	0	0.28
MTHFR_38to656	Q09028	0.7	1.02090026971	1.01	0	0	0	0	0.25
MTHFR	Q9NYF8	3.7	1.18586682643	1.13	0	0	0	0	0.32
MTHFR_38to656	Q9NYF8	7.0	1.21945283198	1.15	0	0	0	0	0.33
MTHFR	P58876	2.3	0.470415706995	0.56	0	0	0	0	0.0
MTHFR_38to656	P58876	2.3	0.458102107976	0.54	0	0	0	0	0.0
MTHFR_T34A	P58876	0.7	0.450465326295	0.54	0	0	0	0	0.0
MTHFR_38to656	P53350	0.7	1.02090026971	1.01	0	0	0	0	0.21
MTHFR	O76021	4.3	1.24298835445	1.17	0	0	0	0	0.89
MTHFR_38to656	O76021	8.0	1.26819918392	1.18	0	0	0	0	0.53
MTHFR_38to656	P54886	1.0	1.03135040457	1.02	0	0	0	0	0.24
MTHFR	Q9NRG9	4.3	1.32315815306	1.22	0	0	0	0	0.98
MTHFR_38to656	Q9NRG9	4.3	1.30797319959	1.21	0	0	0	0	0.98
MTHFR_T34A	Q9NRG9	3.0	1.26267419588	1.18	0	0	0	0	0.96
MTHFR	Q8WVV9	0.7	1.03379396844	1.02	0	0	0	0	0.26
MTHFR_38to656	Q8WVV9	1.7	1.05225067428	1.04	0	0	0	0	0.3
MTHFR	Q14137	1.7	1.09565648092	1.07	0	0	0	0	0.55
MTHFR_38to656	Q14137	4.3	1.1532477005	1.11	0	0	0	0	0.59
MTHFR_T34A	Q14137	0.7	1.06420426399	1.05	0	0	0	0	0.0
MTHFR	P46783	3.3	0.796550689485	0.85	0	0	0	0	0.08
MTHFR_38to656	P46783	4.7	0.816470264219	0.86	0	0	0	0	0.11
MTHFR_T34A	P46783	3.3	0.824694138334	0.87	0	0	0	0	0.13
MTHFR	P46782	1.7	0.904681716731	0.93	0	0	0	0	0.08
MTHFR_38to656	P46782	2.7	0.953182817586	0.97	0	0	0	0	0.14
MTHFR_T34A	P46782	1.7	0.940214089316	0.96	0	0	0	0	0.17
MTHFR	P46781	13.3	1.62394136738	1.39	0	0	0	0	0.68
MTHFR_38to656	P46781	15.7	1.78384830718	1.48	0	0	0	0	0.71
MTHFR_T34A	P46781	11.0	1.59488020344	1.38	0	0	0	0	0.78
MTHFR	P61956	0.7	1.04496552826	1.03	0	0	0	0	0.0
MTHFR_38to656	P61956	2.0	1.1142759755	1.08	0	0	0	0	0.92
MTHFR_T34A	P61956	0.3	1.03690286666	1.03	0	0	0	0	0.0
MTHFR	O43432	0.3	1.02806854404	1.02	0	0	0	0	0.0
MTHFR_38to656	Q5SY16	0.7	1.02090026971	1.01	0	0	0	0	0.21
MTHFR	P04637	1.0	1.05069095266	1.04	0	0	0	0	0.31
MTHFR_38to656	P04637	1.7	1.05225067428	1.04	0	0	0	0	0.31
MTHFR	Q99459	5.0	1.25345476331	1.17	0	0	0	0	0.33
MTHFR_38to656	Q99459	8.0	1.26819918392	1.18	0	0	0	0	0.52
MTHFR_T34A	Q99459	0.3	1.02655429107	1.02	0	0	0	0	0.0
MTHFR	Q7Z6Z7	1.7	1.13114004027	1.09	0	0	0	0	0.35
MTHFR_38to656	Q7Z6Z7	1.3	1.07659243416	1.05	0	0	0	0	0.11
MTHFR_T34A	Q7Z6Z7	1.0	1.081904192	1.06	0	0	0	0	0.06
MTHFR_T34A	P11216	0.3	1.02655429107	1.02	0	0	0	0	0.0
MTHFR_38to656	Q14004	0.3	1.01045013486	1.01	0	0	0	0	0.0
MTHFR	Q14008	12.7	1.98082723432	1.58	0	0	0	0	1.0
MTHFR_38to656	Q14008	9.3	1.72321372999	1.45	0	0	0	0	1.0
MTHFR_T34A	Q14008	14.3	2.25428554716	1.7	0	0	0	0	1.0
MTHFR	Q9BVL2	0.7	1.03379396844	1.02	0	0	0	0	0.24
MTHFR_38to656	Q9BVL2	1.0	1.03135040457	1.02	0	0	0	0	0.27
MTHFR	P40938	2.0	1.12470946491	1.09	0	0	0	0	0.94
MTHFR_38to656	P40938	2.0	1.0800967565	1.06	0	0	0	0	0.61
MTHFR_T34A	P40938	1.7	1.16381718213	1.11	0	0	0	0	0.61
MTHFR	P40937	2.3	1.16493400871	1.11	0	0	0	0	0.98
MTHFR_38to656	P40937	3.3	1.13929324329	1.1	0	0	0	0	0.64
MTHFR_T34A	P40937	1.7	1.14461424348	1.1	0	0	0	0	0.92
MTHFR	Q9UFC0	0.7	1.03379396844	1.02	0	0	0	0	0.25
MTHFR_38to656	Q9UFC0	1.0	1.03135040457	1.02	0	0	0	0	0.24
MTHFR	Q9BWF3	2.3	1.14160644913	1.1	0	0	0	0	0.9
MTHFR_38to656	Q9BWF3	3.3	1.15607651493	1.11	0	0	0	0	0.95
MTHFR_T34A	Q9BWF3	0.3	1.03690286666	1.03	0	0	0	0	0.0
MTHFR	O43324	2.0	1.14803702449	1.1	0	0	0	0	0.92
MTHFR_38to656	O43324	1.7	1.13800505964	1.1	0	0	0	0	0.94
MTHFR_T34A	O43324	1.3	1.12766142173	1.09	0	0	0	0	0.9
MTHFR	P31943	2.0	1.11353790509	1.08	0	0	0	0	0.59
MTHFR_38to656	P31943	2.3	1.07315094399	1.05	0	0	0	0	0.32
MTHFR_T34A	P31943	1.0	1.09075855507	1.06	0	0	0	0	0.0
MTHFR	P31942	3.0	1.18854085729	1.13	0	0	0	0	0.65
MTHFR_38to656	P31942	2.7	1.08360107885	1.06	0	0	0	0	0.33
MTHFR_T34A	P31942	1.7	1.16381718213	1.11	0	0	0	0	0.62
MTHFR	P31946	3.0	1.22205553674	1.15	0	0	0	0	0.97
MTHFR_38to656	P31946	2.3	1.15951800509	1.11	0	0	0	0	0.94
MTHFR_T34A	P31946	2.3	1.19846993188	1.14	0	0	0	0	0.92
MTHFR	Q8N1F7	3.0	1.15207285798	1.11	0	0	0	0	0.33
MTHFR_38to656	Q8N1F7	5.7	1.19504823992	1.13	0	0	0	0	0.55
MTHFR	P31948	13.3	2.03597988244	1.6	0	0	0	0	0.99
MTHFR_38to656	P31948	10.7	1.81720211151	1.49	0	0	0	0	0.99
MTHFR_T34A	P31948	17.0	2.49414098326	1.8	0	0	0	0	0.99
MTHFR_38to656	Q6PL18	1.0	1.03135040457	1.02	0	0	0	0	0.17
MTHFR	P63151	0.7	1.05613708807	1.04	0	0	0	0	0.3
MTHFR_T34A	P63151	1.0	1.08115708574	1.06	0	0	0	0	0.54
MTHFR_38to656	Q9Y2K7	0.7	1.02090026971	1.01	0	0	0	0	0.14
MTHFR	Q9Y5B9	5.0	1.25345476331	1.17	0	0	0	0	0.33
MTHFR_38to656	Q9Y5B9	10.3	1.32395418055	1.22	0	0	0	0	0.33
MTHFR_T34A	Q9Y5B9	0.3	1.03690286666	1.03	0	0	0	0	0.0
MTHFR	Q16643	2.0	1.10138190532	1.07	0	0	0	0	0.32
MTHFR_38to656	Q16643	2.3	1.07315094399	1.05	0	0	0	0	0.3
MTHFR	Q9UNE7	0.7	1.05613708807	1.04	0	0	0	0	0.31
MTHFR_38to656	Q9UNE7	0.7	1.05569216444	1.04	0	0	0	0	0.31
MTHFR_T34A	Q9UNE7	0.7	1.05460279467	1.04	0	0	0	0	0.28
MTHFR	Q9HCG8	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	Q9HCG8	0.7	1.02090026971	1.01	0	0	0	0	0.15
MTHFR	Q9BPX3	0.7	1.04496552826	1.03	0	0	0	0	0.0
MTHFR_38to656	Q9BPX3	1.0	1.04874635193	1.03	0	0	0	0	0.45
MTHFR_T34A	Q9BPX3	0.7	1.05310858215	1.04	0	0	0	0	0.22
MTHFR	Q9HD20	0.7	1.05810596798	1.04	0	0	0	0	0.23
MTHFR_38to656	Q9HD20	1.0	1.04874635193	1.03	0	0	0	0	0.42
MTHFR_T34A	Q9HD20	1.0	1.08040997948	1.06	0	0	0	0	0.38
MTHFR	Q9NQZ2	1.0	1.05069095266	1.04	0	0	0	0	0.29
MTHFR_38to656	Q9NQZ2	1.7	1.05225067428	1.04	0	0	0	0	0.31
MTHFR_38to656	O95757	1.7	1.06964662165	1.05	0	0	0	0	0.54
MTHFR_T34A	O95757	1.0	1.09001144881	1.06	0	0	0	0	0.53
MTHFR	P21333	26.3	2.92198850283	1.97	0	0	0	0	1.0
MTHFR_38to656	P21333	22.0	2.41421193254	1.77	0	0	0	0	1.0
MTHFR_T34A	P21333	21.0	2.82388815799	1.94	0	0	0	0	1.0
MTHFR_38to656	O95758	0.3	1.01045013486	1.01	0	0	0	0	0.0
MTHFR	Q9Y5X3	0.7	1.04496552826	1.03	0	0	0	0	0.0
MTHFR_38to656	Q9Y5X3	0.3	1.02784608222	1.02	0	0	0	0	0.0
MTHFR_T34A	Q9Y5X3	1.0	1.09150566133	1.06	0	0	0	0	0.55
MTHFR_38to656	Q9BWH6	0.3	1.02784608222	1.02	0	0	0	0	0.0
MTHFR_T34A	Q9BWH6	0.7	1.05460279467	1.04	0	0	0	0	0.15
MTHFR	P30566	2.0	1.13686546468	1.1	0	0	0	0	0.95
MTHFR_38to656	P30566	2.0	1.13167192287	1.09	0	0	0	0	0.96
MTHFR_T34A	P30566	1.0	1.10036002439	1.07	0	0	0	0	0.56
MTHFR	Q9NW13	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	Q9NW13	2.7	1.08360107885	1.06	0	0	0	0	0.31
MTHFR	Q9C0J8	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	Q9C0J8	0.7	1.02090026971	1.01	0	0	0	0	0.1
MTHFR	P38159	3.3	1.16896984221	1.12	0	0	0	0	0.32
MTHFR_38to656	P38159	5.0	1.15675202285	1.11	0	0	0	0	0.33
MTHFR_T34A	P38159	0.3	1.03690286666	1.03	0	0	0	0	0.0
MTHFR	P51610	2.7	1.15850343335	1.11	0	0	0	0	0.78
MTHFR_38to656	P51610	3.7	1.13234743079	1.09	0	0	0	0	0.46
MTHFR_T34A	P51610	1.0	1.09001144881	1.06	0	0	0	0	0.24
MTHFR	P51617	1.7	1.14329604004	1.1	0	0	0	0	0.63
MTHFR_38to656	P51617	2.0	1.1322845986	1.09	0	0	0	0	0.57
MTHFR_T34A	P51617	1.7	1.13501277415	1.09	0	0	0	0	0.57
MTHFR_38to656	Q9Y281	0.7	1.02090026971	1.01	0	0	0	0	0.31
MTHFR	Q5T4S7	4.7	1.37750757654	1.25	0	0	0	0	0.68
MTHFR_38to656	Q5T4S7	5.3	1.39212412199	1.26	0	0	0	0	0.92
MTHFR_T34A	Q5T4S7	5.3	1.45079555217	1.29	0	0	0	0	0.9
MTHFR	Q9Y285	2.3	1.18826156829	1.13	0	0	0	0	0.91
MTHFR_38to656	Q9Y285	1.7	1.08704256901	1.06	0	0	0	0	0.62
MTHFR_T34A	Q9Y285	2.3	1.18886846256	1.13	0	0	0	0	0.63
MTHFR	O00267	0.7	1.04496552826	1.03	0	0	0	0	0.0
MTHFR_38to656	O00267	2.0	1.06270080914	1.04	0	0	0	0	0.27
MTHFR_T34A	O00267	0.3	1.02730139733	1.02	0	0	0	0	0.0
MTHFR	O00264	1.7	1.13212448022	1.09	0	0	0	0	0.9
MTHFR_38to656	O00264	2.0	1.0800967565	1.06	0	0	0	0	0.63
MTHFR_T34A	O00264	1.0	1.09001144881	1.06	0	0	0	0	0.58
MTHFR	Q8WWQ0	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	Q8WWQ0	2.0	1.06270080914	1.04	0	0	0	0	0.24
MTHFR	Q9UJV9	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	Q9UJV9	1.0	1.03135040457	1.02	0	0	0	0	0.26
MTHFR	P53618	4.0	1.30823004875	1.21	0	0	0	0	0.99
MTHFR_38to656	P53618	6.3	1.40546590346	1.27	0	0	0	0	0.99
MTHFR_T34A	P53618	4.7	1.41688990868	1.27	0	0	0	0	0.97
MTHFR	P08865	2.0	1.14803702449	1.1	0	0	0	0	0.96
MTHFR_38to656	P08865	2.3	1.12472611036	1.09	0	0	0	0	0.95
MTHFR_T34A	P08865	1.0	1.10036002439	1.07	0	0	0	0	0.58
MTHFR	Q9NQ55	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	Q9NQ55	1.0	1.03135040457	1.02	0	0	0	0	0.27
MTHFR	P13010	6.0	1.36394127486	1.24	0	0	0	0	0.87
MTHFR_38to656	P13010	8.0	1.30299107865	1.2	0	0	0	0	0.65
MTHFR_T34A	P13010	3.0	1.26192708962	1.18	0	0	0	0	0.97
MTHFR	Q9NRX1	0.7	1.03379396844	1.02	0	0	0	0	0.3
MTHFR_38to656	Q9NRX1	0.7	1.02090026971	1.01	0	0	0	0	0.28
MTHFR	Q9Y2W1	4.3	1.21966079487	1.15	0	0	0	0	0.32
MTHFR_38to656	Q9Y2W1	5.3	1.1672021577	1.12	0	0	0	0	0.33
MTHFR	Q9Y2W2	1.0	1.05069095266	1.04	0	0	0	0	0.28
MTHFR_38to656	Q9Y2W2	1.0	1.03135040457	1.02	0	0	0	0	0.25
MTHFR	Q9BVJ6	1.7	1.0844849211	1.06	0	0	0	0	0.29
MTHFR_38to656	Q9BVJ6	3.7	1.11495148342	1.08	0	0	0	0	0.32
MTHFR	O95347	4.7	1.31869645761	1.21	0	0	0	0	0.99
MTHFR_38to656	O95347	7.3	1.47038285129	1.3	0	0	0	0	0.99
MTHFR_T34A	O95347	4.0	1.36303422027	1.24	0	0	0	0	0.98
MTHFR	P60174	1.3	1.10307149623	1.07	0	0	0	0	0.92
MTHFR_38to656	P60174	1.0	1.04874635193	1.03	0	0	0	0	0.6
MTHFR_T34A	P60174	1.0	1.09075855507	1.06	0	0	0	0	0.0
MTHFR	O00232	2.7	1.22651723219	1.15	0	0	0	0	0.64
MTHFR_38to656	O00232	3.0	1.1804182748	1.12	0	0	0	0	0.97
MTHFR_T34A	O00232	2.3	1.18961556882	1.13	0	0	0	0	0.61
MTHFR	Q9P0M6	0.7	1.03379396844	1.02	0	0	0	0	0.28
MTHFR_38to656	Q9P0M6	0.7	1.02090026971	1.01	0	0	0	0	0.25
MTHFR	P28482	0.3	1.02806854404	1.02	0	0	0	0	0.0
MTHFR_38to656	P28482	1.0	1.0661422993	1.05	0	0	0	0	0.54
MTHFR_T34A	P28482	0.7	1.05460279467	1.04	0	0	0	0	0.28
MTHFR	Q9Y3I0	4.3	1.32414259302	1.22	0	0	0	0	0.98
MTHFR_38to656	Q9Y3I0	5.3	1.35671955152	1.24	0	0	0	0	0.98
MTHFR_T34A	Q9Y3I0	3.7	1.32687845987	1.22	0	0	0	0	0.97
MTHFR	P62829	8.3	1.33335029942	1.22	0	0	0	0	0.51
MTHFR_38to656	P62829	8.3	1.35367231955	1.23	0	0	0	0	0.55
MTHFR_T34A	P62829	8.3	1.43109411036	1.28	0	0	0	0	0.71
MTHFR	P62820	0.3	1.02905298399	1.02	0	0	0	0	0.0
MTHFR_38to656	P62820	0.3	1.01045013486	1.01	0	0	0	0	0.0
MTHFR_T34A	P62820	0.3	1.02655429107	1.02	0	0	0	0	0.0
MTHFR	P62826	4.0	0.430695901705	0.52	0	0	0	0	0.0
MTHFR_38to656	P62826	5.0	0.456127045308	0.54	0	0	0	0	0.0
MTHFR_T34A	P62826	4.0	0.470666989786	0.56	0	0	0	0	0.0
MTHFR	P51858	0.7	1.03379396844	1.02	0	0	0	0	0.3
MTHFR_38to656	P51858	3.0	1.09405121371	1.07	0	0	0	0	0.31
MTHFR	Q9Y4W2	1.3	1.06758793688	1.05	0	0	0	0	0.28
MTHFR_38to656	Q9Y4W2	1.7	1.05225067428	1.04	0	0	0	0	0.29
MTHFR	P18583	2.0	1.10138190532	1.07	0	0	0	0	0.21
MTHFR_38to656	P18583	2.0	1.06270080914	1.04	0	0	0	0	0.19
MTHFR	Q8TCJ2	1.0	1.08617451201	1.06	0	0	0	0	0.52
MTHFR_T34A	Q8TCJ2	0.7	1.05385568841	1.04	0	0	0	0	0.0
MTHFR	O95983	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	O95983	0.7	1.02090026971	1.01	0	0	0	0	0.27
MTHFR	O43913	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	O43913	0.7	1.02090026971	1.01	0	0	0	0	0.25
MTHFR	Q9Y6G9	2.3	1.17610556853	1.12	0	0	0	0	0.97
MTHFR_38to656	Q9Y6G9	1.7	1.12060911228	1.08	0	0	0	0	0.61
MTHFR_T34A	Q9Y6G9	2.3	1.19846993188	1.14	0	0	0	0	0.94
MTHFR	O15347	0.7	1.03379396844	1.02	0	0	0	0	0.3
MTHFR_38to656	O15347	1.0	1.03135040457	1.02	0	0	0	0	0.31
MTHFR	Q9BZE4	4.0	1.20276381065	1.14	0	0	0	0	0.33
MTHFR_38to656	Q9BZE4	5.0	1.15675202285	1.11	0	0	0	0	0.33
MTHFR_38to656	Q9UKX7	1.3	1.04180053943	1.03	0	0	0	0	0.29
MTHFR	Q92616	14.0	2.11446009014	1.64	0	0	0	0	0.96
MTHFR_38to656	Q92616	16.0	2.08816727767	1.63	0	0	0	0	1.0
MTHFR_T34A	Q92616	16.7	2.47793526777	1.8	0	0	0	0	1.0
MTHFR	Q92615	4.7	1.37652313659	1.25	0	0	0	0	0.94
MTHFR_38to656	Q92615	3.0	1.23199344117	1.16	0	0	0	0	0.98
MTHFR_T34A	Q92615	3.7	1.31578277802	1.21	0	0	0	0	0.97
MTHFR	Q92614	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	Q92614	0.7	1.02090026971	1.01	0	0	0	0	0.05
MTHFR	Q99661	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	Q99661	1.0	1.03135040457	1.02	0	0	0	0	0.24
MTHFR_38to656	P24468	0.7	1.02090026971	1.01	0	0	0	0	0.26
MTHFR_38to656	Q9BZK7	1.0	1.03135040457	1.02	0	0	0	0	0.27
MTHFR	P15531	3.3	1.25012408077	1.17	0	0	0	0	0.97
MTHFR_38to656	P15531	3.3	1.24244357602	1.17	0	0	0	0	0.94
MTHFR_T34A	P15531	3.3	1.29957706254	1.2	0	0	0	0	0.95
MTHFR	P78549	0.3	1.01689698422	1.01	0	0	0	0	0.0
MTHFR_38to656	P78549	0.7	1.02090026971	1.01	0	0	0	0	0.28
MTHFR	P46060	6.3	0.917642629787	0.94	0	0	0	0	0.04
MTHFR_38to656	P46060	9.3	0.968843593563	0.98	0	0	0	0	0.05
MTHFR_T34A	P46060	6.3	0.978900244261	0.98	0	0	0	0	0.07
MTHFR_38to656	P68400	0.3	1.01045013486	1.01	0	0	0	0	0.0
MTHFR	P42766	3.3	1.25012408077	1.17	0	0	0	0	0.97
MTHFR_38to656	P42766	4.0	1.33170228373	1.22	0	0	0	0	0.97
MTHFR_T34A	P42766	3.7	1.33573282294	1.22	0	0	0	0	0.97
MTHFR	P22087	5.3	1.29367930711	1.2	0	0	0	0	0.85
MTHFR_38to656	P22087	6.0	1.23967759378	1.16	0	0	0	0	0.9
MTHFR_T34A	P22087	1.7	1.16381718213	1.11	0	0	0	0	0.63
MTHFR	P68371	1.3	0.650314159588	0.72	0	0	0	0	0.01
MTHFR_38to656	P68371	0.7	0.622612374847	0.7	0	0	0	0	0.01
MTHFR_T34A	P68371	1.0	0.641581904247	0.72	0	0	0	0	0.02
MTHFR_38to656	Q5T3I0	0.7	1.02090026971	1.01	0	0	0	0	0.25
MTHFR	Q9UHD1	2.0	1.15920858431	1.11	0	0	0	0	0.93
MTHFR_38to656	Q9UHD1	1.7	1.15540100701	1.11	0	0	0	0	0.91
MTHFR_T34A	Q9UHD1	1.7	1.14461424348	1.1	0	0	0	0	0.93
MTHFR_T34A	O94966	0.7	1.05460279467	1.04	0	0	0	0	0.2
MTHFR	Q8TC12	2.0	1.17136458407	1.12	0	0	0	0	0.64
